keyword,links,count
Pernambuco—,6878,1
Negécios,6878,1
Setubal,6878,1
Mauricio Goulart,6878,1
Tomé de Sousa,6878,1
Nossa Senhora da Lapa,6878,1
Vila Nova do Espirito Santo,6878,1
Eduardo de Castro,6878,1
Recent Studies of Colonial Latin American Cities,6878,1
Rio de Teneitg,6878,1
Pirajd da Silva,6878,1
Old Cheistians,6878,1
New York University,6878,1
Angra dos Reis,6878,1
Louisa Schell Hoberman,6878,1
Francisco Pinheiro,6878,1
The Mariner's Mirror,6878,1
Companhia Geral do Grao Para,6878,1
University of Texas,6878,1
Arcos,6878,1
Brailian,6878,1
Civilizagdo,6878,1
Elizabethan Privateering,6878,1
Jee,6878,1
Biblioteca Ayachuco,6878,1
Government Office Employees High,6878,1
February,6878,1
Jacabina,6878,1
Suited,6878,1
Pierre Verger,6878,1
Population of Brazil,6878,1
Almanacs,6878,1
Capitania da Bahia,6878,1
Sacred,6878,1
Editora Atica,6878,1
Inventério,6878,1
October,6878,1
Contant,6878,1
Brazil Trade,6878,1
Johann Baptist,6878,1
The Sugar Planters,6878,1
Cochin,6878,1
Sao Francisco do Sul,6878,1
David Grant Smith,6878,1
Ponta,6878,1
Widowed,6878,1
PorVf,6878,1
Imports Exports Rio de Janeiro,6878,1
Maranhio,6878,1
Activities,6878,1
Street of the Tinsmiths,6878,1
Stony Brook,6878,1
Sellers,6878,1
Janciro,6878,1
Certidées,6878,1
Luis Lopes,6878,1
Region Number of Merchants Portugal Portugal,6878,1
New Holland,6878,1
Coiners,6878,1
Sao Jorge,6878,1
Salvador Spec,6878,1
Freelance,6878,1
Rondonia,6878,1
Recopilagao,6878,1
Mercés,6878,1
Marquis of Pombal,6878,1
Isles of Mayo,6878,1
Coleen,6878,1
Forts,6878,1
Rio de Janeiro®,6878,1
Dom José,6878,1
Geografico Brasileiro,6878,1
Mouton,6878,1
Frézier,6878,1
Early Eighteenth Centuries,6878,1
Rocha Pitta,6878,1
Ribeira de Ndus,6878,1
Mato Grosso,6878,1
Forte Principe da Beira,6878,1
July,6878,1
Tip,6878,1
Count of Sabugosa,6878,1
Formagdo,6878,1
Henry Koster,6878,1
Rare,6878,1
Vitéria,6878,1
Maldives,6878,1
Captaincies of the South,6878,1
RussellWood,6878,1
Luis Lisanti,6878,1
Ss,6878,1
Augustinians,6878,1
Street of the Shoemakers,6878,1
Paraguay Paran La Plata,6878,1
Administration,6878,1
Colonial Roots of Modern Brazil,6878,1
Anténio Vieira,6878,1
Azeredo Coutinho,6878,1
Ibadan University Press,6878,1
Virgilio Noya Pinto,6878,1
Eugene Genovese,6878,1
Physical,6878,1
Ev,6878,1
Rio Grande do Norte,6878,1
Bay of Guanabara of the French,6878,1
Minas Gerais Angola,6878,1
Jacui,6878,1
Brazil Fleets,6878,1
Ceara,6878,1
Francisco Fernandes do Sim,6878,1
Richard,6878,1
José Antonio Caldas,6878,1
Canary Islands,6878,1
Ilha dos Frades,6878,1
Sawyers,6878,1
Pardo,6878,1
English Privateering,6878,1
Afrique,6878,1
Katia,6878,1
Céte des Esclaves,6878,1
Cobblers,6878,1
Seats of Crown,6878,1
Portuguesedescent,6878,1
Belém Paraiba Santos’ Fortaleza Brasil,6878,1
Woodrow Borah,6878,1
Merchant Community of Salvador,6878,1
Chancellery Customs Treasury Royal,6878,1
Nossa Senhora do Pépulo,6878,1
Chily,6878,1
Russell Wood Ports of Colonial Brazil,6878,1
Isa Adonias,6878,1
Brazilianization,6878,1
Roberta Marx Delson,6878,1
Formation of Brazilian Society,6878,1
Poblacién,6878,1
Orient,6878,1
Vasco Fernandes César de Meneses,6878,1
Spanish War,6878,1
Issues,6878,1
The Tragic History of the Sea,6878,1
Greenhalgh,6878,1
Early Nineteenth Century Brazil,6878,1
Casa das Canoas,6878,1
West Coast Trade,6878,1
Angolan Slave Trade,6878,1
Construgdes,6878,1
Colonial Salvador,6878,1
Provincia da Bahia do Coronel Ignacio Accioli de Cerqueira,6878,1
Fidalgos,6878,1
Archivo de Marinha,6878,1
Comparative Studies,6878,1
Parnaiba,6878,1
Sio Paulo,6878,1
Engravers,6878,1
Coxim,6878,1
Professor Higman,6878,1
Board of Inspection Criminalcivil,6878,1
Edmondo de Castro,6878,1
Itaparica°,6878,1
Antonio Duarte Nunes,6878,1
Ensaio,6878,1
Marquis of Lavradio,6878,1
Brazilian West Was Won,6878,1
Pais Barteto Family of Pernambuco,6878,1
Ponte,6878,1
Wider World Port,6878,1
Diogo de Mendonga,6878,1
Cuiaba,6878,1
Senado da Camara Total,6878,1
Hachette,6878,1
Business Sector,6878,1
Parati,6878,1
Wherein,6878,1
Theodoro de Sampaio,6878,1
Joao Antonil,6878,1
Recdncavo,6878,1
Council of Salvador,6878,1
Trends,6878,1
Vitoria,6878,1
Histéria do Brasil,6878,1
Trade Number Percentage Nuniber Percentage Number Percentage Wood,6878,1
Jequitinhonha,6878,1
Ferreira Lima,6878,1
Menezes,6878,1
Mina Portugal,6878,1
Alfa,6878,1
Angola—availed,6878,1
Set Ang,6878,1
Malacca,6878,1
Histéria da America Portugueza,6878,1
Le Portugal,6878,1
Almirante Antonio Alves Camara,6878,1
Achilles,6878,1
The Voyage of Francois Pyrard de Laval,6878,1
Réis,6878,1
Almeida Prado,6878,1
Breton,6878,1
Military School,6878,1
Single,6878,1
Ilhéus,6878,1
Memérias,6878,1
Peking,6878,1
Companhia Editora Nacional,6878,1
Wood Ports of Colonial Brazil Table,6878,1
Povoamentos,6878,1
The Gold Cycle,6878,1
University Microfilms International,6878,1
Byron's Journal,6878,1
Capiberibe,6878,1
Stuart Bruchey,6878,1
Aspects of Modernization,6878,1
Silkworkers Hatmakers,6878,1
Brasilien,6878,1
Sao José do Rio Negro,6878,1
Documents,6878,1
Estado do Brasil,6878,1
Institution of the Brazil Company,6878,1
Povoamento da Cidade do Salvador,6878,1
Ports of Colonial Brazil This,6878,1
Further Selections,6878,1
Paratl,6878,1
Espardeiro,6878,1
Assisting,6878,1
Le Brésil,6878,1
Ursulines,6878,1
Secretariat of State Viceroy,6878,1
Porto Alegre,6878,1
Benedictines,6878,1
Na Bahia,6878,1
Estacio de Sa,6878,1
Mid Colonial Period,6878,1
The Mariner’s Mirror,6878,1
South China Sea,6878,1
From Colony,6878,1
AraguaiaTocantins,6878,1
Cairi,6878,1
Reise,6878,1
Pedro Calmon,6878,1
Minas de Ouro,6878,1
Renascidos,6878,1
Town of Babia,6878,1
Status of Whites,6878,1
Laima Mesgravis,6878,1
Saleen,6878,1
Editora Hucitec,6878,1
Rio de Janeiro—all,6878,1
Canlie,6878,1
Movement,6878,1
Preliminary Survey,6878,1
Servants,6878,1
Rae Flory,6878,1
June,6878,1
Portuguese Crown,6878,1
Eulalia Maria Lahmeyer Lobo,6878,1
Tratados,6878,1
Some Notes,6878,1
Imprensa Official,6878,1
Southeastern Brazil,6878,1
Hutchinson,6878,1
Activity,6878,1
Misercérdias,6878,1
Merchant Capitalism,6878,1
Blacksmiths,6878,1
Minas Gerais Portugal,6878,1
Fortalezathat,6878,1
Gomes Freire de Andrade,6878,1
Saddlers,6878,1
Construtores,6878,1
Latin American Urban Research,6878,1
Grdo Para,6878,1
Late Eighteenth Century,6878,1
Society of Jesus,6878,1
New Towns,6878,1
Martius,6878,1
Ph.D.,6878,1
First Half of the Eighteenth Century,6878,1
Journal of Latin American Studies,6878,1
Re Rb,6878,1
Furthermore,6878,1
Changing,6878,1
José Gabriel de Lemos Brito,6878,1
Juded,6878,1
Doce,6878,1
Angola Portugal,6878,1
Brazilian Ports,6878,1
Cabo Frio,6878,1
Luis dos Santos Vilhena,6878,1
Patterns of Latin American Urbanization,6878,1
Northern Europe,6878,1
Joncen,6878,1
Geographical Review,6878,1
Frederic,6878,1
Jost Antonio Caldas,6878,1
Janeiro Counted,6878,1
Relation,6878,1
Recéncavo of Bahia,6878,1
Arruda,6878,1
Ports of Colonial Brazil Brazilian,6878,1
Tess,6878,1
War of the Peddlers,6878,1
Relagdo,6878,1
Independence of Brazil,6878,1
Sao Francisco de Paula,6878,1
Participation,6878,1
Latin American Research Review,6878,1
Leslie Bethell,6878,1
Hairdressers,6878,1
Angola Colénia do Sacramento Unspecified,6878,1
Described,6878,1
Giteey,6878,1
Paratf,6878,1
William Dampier,6878,1
Eee Provisions,6878,1
Bahian Merchants,6878,1
Sao Sebastido,6878,1
Lemos Britto,6878,1
Spix,6878,1
Manoel Corte Real,6878,1
Livraria Jos¢ Olympio Editora,6878,1
Abrolhos Archipelago,6878,1
East Indiamen,6878,1
Were,6878,1
Estudos,6878,1
Persons of African,6878,1
Fernando,6878,1
Santa Casa de Misericordia de Sao Paulo,6878,1
Economia,6878,1
Indiaman Nossa Senhora da Caridade,6878,1
Grande do Sul Finall,6878,1
Draz,6878,1
Commentary,6878,1
Goids,6878,1
Quantitative Studies,6878,1
Jodo de Mattos de Aguiar,6878,1
Trabalhos,6878,1
Hélio Vianna,6878,1
Rio Grande do Sul,6878,1
Chagas,6878,1
Aner,6878,1
Principal Ports of Call,6878,1
Bay of Marajé,6878,1
Cultura,6878,1
Alagoas,6878,1
Rae Jean Dell Flory,6878,1
Revista do Instituto Histérico,6878,1
John Turnbull,6878,1
Seventeenth,6878,1
Serra,6878,1
Vitorino Magalhaes Godinho,6878,1
Alexander Marchant,6878,1
Principle,6878,1
Mongées,6878,1
Golfe de Bénin,6878,1
Moluccas,6878,1
Wood Table,6878,1
Joaquim Ribeiro,6878,1
The Cambridge History of Latin America,6878,1
Belém do Para,6878,1
Socio Economic Study of the Merchants of Lisbon,6878,1
Contemporary Classification,6878,1
Sao Roque,6878,1
Onslave,6878,1
Support Staff,6878,1
Americana,6878,1
Matto Grosso Frontier,6878,1
Henriques,6878,1
Sixteenth Century,6878,1
José Anténio Caldas,6878,1
Vile,6878,1
Apontamentos,6878,1
Vessels,6878,1
Characteristics of Latin American Urban History,6878,1
Casa do Estudante do Brasil,6878,1
Paraiba do Sul,6878,1
Rio das Contas,6878,1
The Crown,6878,1
Reformers,6878,1
Paraguagti,6878,1
Ultramar de Lisboa,6878,1
Zeitlinger,6878,1
At Lapa,6878,1
Lugar,6878,1
Academy of the Forgotten,6878,1
In Salvador,6878,1
In Wy Hand,6878,1
Matoim,6878,1
Brazil Salvador,6878,1
Jesuit College,6878,1
East Africa,6878,1
Histary,6878,1
Dutchman Joao Hopman,6878,1
The Santa Casa da Misericérdia of Babia,6878,1
Santa Clara do Desterro,6878,1
Etre,6878,1
Cloth,6878,1
Dom Pedro,6878,1
Stone,6878,1
Santos Sa Paulo,6878,1
Nossa Senhor a da Lapa,6878,1
Sao Francisco River—the,6878,1
Landscape Change,6878,1
Martinho de Status Male Female Male Female Mello,6878,1
Portuguese Atlantic Empite,6878,1
Oliveira Mendes,6878,1
Preguica,6878,1
Whereas,6878,1
Epa,6878,1
Paranagua Curitiba,6878,1
Hispanic Amencan Historical Review,6878,1
Nossa Senhora da Conceicao da Praia,6878,1
Cotony,6878,1
Sao Luts,6878,1
Jamaica Table,"6839,6885",2
Freeds,"6839,6885",2
Whites,"6839,6885",2
Total,"6839,6885",2
Geer,"6839,6885",2
The Mediterranean,6902,1
All Can Be Saved,6902,1
Vikings,6902,1
Oxford Handbooks Online,6902,1
David Eltis,6902,1
Carole Shammas,6902,1
Atlantic World Page,6902,1
Concept,6902,1
David Abulafia,6902,1
Jean Frédéric Schaub,6902,1
Spanish Bourbons,6902,1
Years of History,6902,1
Welsh,6902,1
David Hancock,6902,1
Maritime History Online Publication Date,6902,1
Gabriel Paquette,6902,1
Edited,6902,1
Huguenots,6902,1
Shared,6902,1
Pacific Ocean,6902,1
John Elliott,6902,1
Creolization,6902,1
Germanic,6902,1
Irish Catholic,6902,1
Jack,6902,1
Denault,6902,1
Religious Tolerance,6902,1
British Parliament,6902,1
Inca,6902,1
Breen,6902,1
For,6902,1
Stephen Behrendt,6902,1
Chapter,6902,1
Latent Structures,6902,1
Mediterranean World,6902,1
The Elizabethans,6902,1
Imperialism,6902,1
Comunero,6902,1
Sep,6902,1
Empire,6902,1
Rise of Islam,6902,1
Abolitionism,6902,1
Organization of the Atlantic World,6902,1
Iberian America,6902,1
Spanish Monarchy,6902,1
Elizabethan Ireland,6902,1
Mohawk Indians,6902,1
Geographical Perspective,6902,1
Intellectual Currents,6902,1
Salvation,6902,1
Spain's Atlantic,6902,1
The Peopling of British North America,6902,1
Age of Philip,6902,1
Atlantics,6902,1
Theory,6902,1
Nicholas Dew,6902,1
How,6902,1
John Cabot,"6907,6902",2
Oceans of Wine,6902,1
Kenneth Pomeranz,6902,1
Guaraní Indians,6902,1
Euro American,6902,1
Legal Notice,6902,1
The Making,6902,1
The Great Divergence,6902,1
David Shields,6902,1
Charles Stewart,6902,1
Four English Folkways,6902,1
Islands of the Mind,6902,1
Human Imagination Created,6902,1
Critical Reappraisal,6902,1
European Review of Economic History,6902,1
Derek,6902,1
Indian Ocean,"6907,6902,6895",3
Keywords,6902,1
Greenland,6902,1
Smuggling,6902,1
Western Europe,"6897,6902",2
Iberians,"6881,6902,6895",3
The Shaping of America,6902,1
Michael Jarvis,6902,1
Atlantic Ocean,"6897,6902",2
Civilization,6902,1
Alan,6902,1
Saint Introduction,6902,1
Britain's Atlantic,6902,1
Mediterranean Christian,6902,1
Native Americans of European,6902,1
Elizabeth Mancke,6902,1
Pombal,6902,1
Corruption,6902,1
Where,6902,1
Soundings,6902,1
Channel Isles,6902,1
Early Modern Asia,6902,1
Albion's Seed,6902,1
Science,6902,1
William O'Reilly,6902,1
Ethnography,6902,1
The Impact of the Haitian Revolution,6902,1
Morgan Philip Morgan,6902,1
Notwithstanding,6902,1
Armitage,6902,1
Rice University,6902,1
Philip Morgan Abstract,6902,1
Central American,6902,1
Contours,6902,1
Aztec,6902,1
Privacy Policy,6902,1
Oxford University Press,6902,1
Meinig,6902,1
Notes,6902,1
Print Publication Date,6902,1
Asante,6902,1
Trade,6902,1
Interminglings,6902,1
An Introduction,6902,1
Thornton,6902,1
The Atlantic World,6902,1
Ken Mills,6902,1
Creek,6902,1
West Indian,6902,1
Old World,"6893,6902",2
Atlantic World Nicholas Canny,6902,1
Making of the Modern World Economy,6902,1
Scots,6902,1
Atlantic History,"6857,6893,6902",3
Mar Subject,6902,1
Rights Reserved,6902,1
Southern Europe,6902,1
Laurie Benton,6902,1
Chaudhuri,6902,1
Christopher Columbus,6902,1
Unmaking,6902,1
War,6902,1
Atlantic Colonies,6902,1
Quinn,6902,1
Fischer,6902,1
Philip Morgan The Oxford Handbook of the Atlantic World,6902,1
Black,"6837,6851",2
In,6837,1
Burnard,6837,1
Kingston Jews,6837,1
Catholocism,6851,1
Spanish Cartagena,6852,1
Cartegena,6852,1
Mataudere,6852,1
Europe,6853,1
St,"6853,6884",2
North America,"6853,6881,6884,6891",4
David Northrup,6854,1
African Lisbon,6854,1
Essay,6854,1
Kevin Dawson,6854,1
Matt,6854,1
Part,6854,1
See Table,6855,1
Definition,6856,1
Mark Peterson,6857,1
Vera Cruz Urban Growth The,6858,1
Spanish North America,6858,1
She,6859,1
Atlantic Sliver Entrepot,6859,1
Guadalupe Jimenez Codinach,6859,1
Unlike,6859,1
Cap Francais,6860,1
Here,6860,1
Pointe,"6860,6863",2
Pitre,"6860,6863",2
Salvucci,6861,1
Cuban,6861,1
Urban Spaces Perotin Dumon,6862,1
Guadeloupian,6863,1
Inhabitants,6863,1
Corsairs,6863,1
Port,6863,1
Cabots,6863,1
Lance,6864,1
Atlantic Port Cities,6864,1
Hinterland,6864,1
The,"6865,6893,6907",3
Russel Wood,6866,1
Retail Slave Trade,6880,1
Kingston Wholesale,6880,1
Eu­,6881,1
Baltic,"6881,6892",2
At­,6881,1
Gentiles',6881,1
Extracted Annotations,6881,1
Spain's American,6881,1
Kingston Black Population,6882,1
Approximately,6883,1
Kingston Mortality Rate,6883,1
Bermuda,6884,1
Gian,6884,1
Crèvecoeur,6884,1
Barbeiros,6887,1
Bruno Buccalon Soares,6888,1
Summary,6888,1
Orinoco,6891,1
Amazon River,6891,1
Brazilian Atlantic,6891,1
Lesser Antilles,6891,1
Greater,6891,1
Caribbean Atlantic,6891,1
Caribbean Islands,6891,1
Native Americans,"6891,6897",2
Neil Whitehead,6891,1
Dominican,6891,1
Chirivichi,6891,1
Indigenous,"6891,6898",2
Encounter,6891,1
West India Company,6891,1
Cumana,6891,1
Spanish Protestants,6891,1
Northern European Atlantic Word,6892,1
New France,6892,1
Nicholas Canny,6892,1
French North American,6892,1
Northern America,6892,1
New Netherlands,6892,1
Northern European Atlantic World,6892,1
Northern Atlantic,6892,1
Philip Morgan,6892,1
Wim Klooster,6892,1
Northerners’,6892,1
Century,"6892,6895",2
University Press,6892,1
Morgan,"6893,6897",2
Eurocentric,"6893,6897",2
Native American,6893,1
Summary of Introduction Canny,6893,1
History',6893,1
Braudel,6893,1
Seven Years War,6893,1
Haitian Revolutions,6893,1
European History,6893,1
Senegalese,6894,1
Emergent Diaspora This,6894,1
Sao Tome,6894,1
Saharan,6894,1
The Portuguese,6894,1
Crioulo,6894,1
Western Sudan,6894,1
Benin,6894,1
Bumi Jeleen,6894,1
Summary of David Northrup,6894,1
Principe,6894,1
Cape Verde,6894,1
Early European Contacts,6894,1
Roman Catholicism,6894,1
Philippines,6895,1
House of Trade,6895,1
Guanajuato,6895,1
Castilian,6895,1
Central America,6895,1
Council of the Indies,6895,1
Iberian Atlantic,6895,1
Summary of Schwartz,6895,1
Canny,6897,1
The Oxford Handbook of the Atlantic World,6897,1
Perritt,6897,1
Western Ocean,6898,1
Cartogrpahy,6898,1
Armazém de Guiné,6898,1
Casa de la Contratación,6898,1
Edney,6898,1
Early Atlantic,6898,1
Cartography,6898,1
North,6907,1
Spa­,6907,1
Possibility,6907,1
Newfoundland Banks,6907,1
Early,6907,1
Vasco da Gama,6907,1
Newfound­land,6907,1
Norwegians,6907,1
Africa Also,6907,1
Earthly Paradise,6907,1
South Atlantic,6907,1
Amsterdam,6907,1
European Atlantics,6907,1
Difficulty,6907,1
Canaries,6907,1
Catalans,6907,1
Polaris,6907,1
Uncertainty,6907,1
Thomas Sumner,6907,1
Indies,6907,1
Columbus',6907,1
Genoese,6907,1
Ultimately,6907,1
Same,6907,1
Water,6908,1
